location_name,latitude,longitude,postcode,location_type,Operator
Bootle,54.288691,-3.393208,A19 5XG,mainline_level_crossing,NR
Bootle,54.291551,-3.393938,A19 5UY,mainline_level_crossing,NR
Boreland,56.263795,-3.80351,PH4 1PW,mainline_level_crossing,NR
Boroughbridge Road,54.331633,-1.441874,DL7 8GS,mainline_level_crossing,NR
Borrobol,58.212553,-3.920961,W11 6UB,mainline_level_crossing,NR
Borth Capel Sion,52.489676,-4.049629,Y24 5HY,mainline_level_crossing,NR
Borth Capel Soar,52.485266,-4.048963,Y24 5JF,mainline_level_crossing,NR
Borth Golf,52.499686,-4.049903,Y24 5JS,mainline_level_crossing,NR
Borthwen Farm,52.667417,-4.0872656,L37 2JT,mainline_level_crossing,NR
Bosham,50.842886,-0.847888,O18 8AF,mainline_level_crossing,NR
Bosley's,51.889072,-1.620076,OX7 6RN,mainline_level_crossing,NR
Boston & Spilsby Road,53.083105,0.088376,E22 8LJ,mainline_level_crossing,NR
Boston Bypass,52.974292,-0.031754,E21 8DS,mainline_level_crossing,NR
Boston West Street,52.976691,-0.031853,E21 8XX,mainline_level_crossing,NR
Botany Bay,53.339147,-0.976705,N22 8JT,mainline_level_crossing,NR
Botcheston,52.635445,-1.291672,LE9 9FF,mainline_level_crossing,NR
Bottesford,52.945261,-0.796557,G13 0ER,mainline_level_crossing,NR
Bottisham Road,52.269916,0.203391,B25 9QQ,mainline_level_crossing,NR
Bottlesford,51.334697,-1.83972,SN9 6LU,mainline_level_crossing,NR
Bough Beach,51.202288,0.121163,TN8 7NR,mainline_level_crossing,NR
Boulders Farm No.2,51.970865,-1.274594,X25 6LU,mainline_level_crossing,NR
Boultham,53.21209,-0.572008,LN6 7QU,mainline_level_crossing,NR
Boultons,52.781712,-1.672734,E14 3FF,mainline_level_crossing,NR
Boundary Lane,52.625139,1.371773,NR7 0TA,mainline_level_crossing,NR
Bourneview,51.321488,-0.093507,CR8 5AD,mainline_level_crossing,NR
Bow Brickhill,52.004385,-0.695893,K17 9FH,mainline_level_crossing,NR
Bow Of Fife,56.284593,-3.091918,Y15 7SJ,mainline_level_crossing,NR
Bowbridge,51.736768,-2.208763,GL5 2LA,mainline_level_crossing,NR
Bowdell,51.00928,0.83798,N29 9RP,mainline_level_crossing,NR
Bowermans,50.827371,-0.556657,N17 7PE,mainline_level_crossing,NR
Bowker's Green,53.531281,-2.912041,L39 6SR,mainline_level_crossing,NR
Boyds,53.990266,-2.033876,D23 3LB,mainline_level_crossing,NR
Boyes,54.398967,-1.387861,DL6 2DX,mainline_level_crossing,NR
Bradfield,51.94009,1.111108,O11 2UP,mainline_level_crossing,NR
Bradford Abbas,50.920823,-2.593969,DT9 6RE,mainline_level_crossing,NR
Bradford on Tone,51.002136,-3.1938087,TA4 1HL,mainline_level_crossing,NR
Bradkirk Lane,53.72594,-2.644803,PR5 6XQ,mainline_level_crossing,NR
Bradley Hall Farm No.1,53.686919,-1.742473,HD2 1FN,mainline_level_crossing,NR
Brae,57.604,-4.481404,V15 9UE,mainline_level_crossing,NR
Braggamarsh 1,50.953315,-3.926367,X37 9NF,mainline_level_crossing,NR
Braggamarsh 2,50.957636,-3.929995,X37 9NF,mainline_level_crossing,NR
Bragty,51.842371,-4.402157,A33 5DY,mainline_level_crossing,NR
Braham Farm,52.373925,0.257134,CB6 3HL,mainline_level_crossing,NR
Brailsford Road,52.631859,-1.185638,LE3 6SH,mainline_level_crossing,NR
Bramley,51.330522,-1.06105,G26 5BU,mainline_level_crossing,NR
Bramleys,53.785369,-1.233928,S25 6ZX,mainline_level_crossing,NR
Brampton ,52.395185,1.543644,R34 8EF,mainline_level_crossing,NR
Brampton Fell,54.924655,-2.720012,CA8 1HN,mainline_level_crossing,NR
Bramshall Station,52.895651,-1.92029,T14 8SH,mainline_level_crossing,NR
Bramwith Road,53.583508,-1.075958,DN3 1ED,mainline_level_crossing,NR
Brandon ,52.45378,0.622525,P27 0PH,mainline_level_crossing,NR
Brandons,52.86674,-1.702591,E65 5PS,mainline_level_crossing,NR
Brassey,52.646522,-0.413253,PE9 4TD,mainline_level_crossing,NR
Brasswell,55.06667,-3.561737,DG1 3JA,mainline_level_crossing,NR
Brasted Lands,51.202642,0.117603,TN8 7NR,mainline_level_crossing,NR
Bratton 29,51.277246,-2.135333,A13 4ND,mainline_level_crossing,NR
Bratton 30,51.274715,-2.146689,A13 4NE,mainline_level_crossing,NR
Bratts Black House,52.221173,1.512106,P17 2PR,mainline_level_crossing,NR
Brayford,53.227206,-0.543825,LN5 7DH,mainline_level_crossing,NR
Brays Farm,51.227452,-0.138896,RH1 4EH,mainline_level_crossing,NR
Braystones,54.439358,-3.541812,A21 2YL,mainline_level_crossing,NR
Brayton,53.765244,-1.073172,YO8 8FQ,mainline_level_crossing,NR
Breach Farm,52.76755,-1.608254,E12 6RJ,mainline_level_crossing,NR
Breckney Lane,54.164007,-0.713691,O17 8JX,mainline_level_crossing,NR
Bredicot 10,52.198226,-2.139176,WR7 4QA,mainline_level_crossing,NR
Bregsells,51.183701,-0.315788,RH5 4QL,mainline_level_crossing,NR
Brent Knoll 8/10,51.278391,-2.970422,S24 0HG,mainline_level_crossing,NR
Brent Knoll 8/5,51.252289,-2.970469,TA9 4BQ,mainline_level_crossing,NR
Brentingby,52.759554,-0.838091,E14 4RX,mainline_level_crossing,NR
Bretforton No.2,52.103436,-1.863492,R11 8YB,mainline_level_crossing,NR
Brettles,53.070499,-0.88629,G23 5SD,mainline_level_crossing,NR
Bretts,52.76357,-0.808911,E14 2SB,mainline_level_crossing,NR
Brewers 1,51.981386,-2.792017,HR2 8BF,mainline_level_crossing,NR
Brewery Lane,52.869161,-0.191543,E11 4LH,mainline_level_crossing,NR
Brewham,51.134939,-2.409348,A10 0QN,mainline_level_crossing,NR
Brewster Lane,53.115099,0.213168,E24 4QX,mainline_level_crossing,NR
Breydon Access No 24,52.61799,1.693908,R30 1TD,mainline_level_crossing,NR
Breydon Access No 51,52.618954,1.695347,R30 1TD,mainline_level_crossing,NR
Breydon Access No.51,52.618954,1.695347,R30 1TD,mainline_level_crossing,NR
Breydon Accsss No.24,52.61799,1.693908,R30 1TD,mainline_level_crossing,NR
Breydon Sluice,52.6042,1.657777,R31 9QH,mainline_level_crossing,NR
Briar Hill,52.044851,-1.749968,L55 6LA,mainline_level_crossing,NR
Brick Kiln,52.205581,1.48197,P17 1HA,mainline_level_crossing,NR
Brick Kiln Lane,52.980247,-2.66268,Y13 4JT,mainline_level_crossing,NR
Brick Kiln Lane,54.814766,-3.190767,CA7 0AD,mainline_level_crossing,NR
Brickfield ,53.219826,-3.823983,L32 8TB,mainline_level_crossing,NR
Brickfields,51.562295,0.277327,M14 1EJ,mainline_level_crossing,NR
Brickyard,51.09545,-0.330552,H12 3SR,mainline_level_crossing,NR
Brickyard 1,52.536153,-3.983008,Y20 8PW,mainline_level_crossing,NR
Brickyard 2,52.521274,-4.026269,Y24 5LB,mainline_level_crossing,NR
Brickyard 3,52.52091,-4.029379,Y24 5LB,mainline_level_crossing,NR
Brickyard 4,52.520015,-4.034374,Y24 5LB,mainline_level_crossing,NR
Brickyard Cottage,54.464718,-0.639311,O22 5HN,mainline_level_crossing,NR
Brickyard Drove,52.550783,-0.088698,PE7 2HG,mainline_level_crossing,NR
Brickyard Farm,51.542091,0.566455,SS8 0QT,mainline_level_crossing,NR
Brickyard Lane,53.031235,-1.190226,G15 7PX,mainline_level_crossing,NR
Bridge Farm 1,52.114811,-1.785209,V37 8XZ,mainline_level_crossing,NR
Bridge No.10,52.682584,-2.826052,SY5 8RH,mainline_level_crossing,NR
Bridge Of Orchy,56.51734,-4.764672,A36 4AD,mainline_level_crossing,NR
Bridgend,57.545552,-2.979612,B55 6RU,mainline_level_crossing,NR
Bridgeway,52.764337,-2.716191,SY4 4AD,mainline_level_crossing,NR
Bridlington,54.084137,-0.200526,O16 4LZ,mainline_level_crossing,NR
Bridlington Quay,54.085329,-0.196575,O16 4LF,mainline_level_crossing,NR
Brierfield,53.823791,-2.2366217,BB9 5LW,mainline_level_crossing,NR
Brigg,53.550028,-0.480561,N20 9EZ,mainline_level_crossing,NR
Brightley Barton 1,50.986987,-3.984745,X37 9DB,mainline_level_crossing,NR
Brightley Barton 2,50.987205,-3.984756,X37 9AS,mainline_level_crossing,NR
Brightley Mill,50.984681,-3.983327,X37 9DB,mainline_level_crossing,NR
Brightley Weir Farm 1,50.982338,-3.9721289,X37 9BE,mainline_level_crossing,NR
Brightley Weir Farm 2,50.982321,-3.9753556,X37 9BE,mainline_level_crossing,NR
Brightley Weir Farm 3,50.982433,-3.978034,X37 9DB,mainline_level_crossing,NR
Brimfield 49,52.30237,-2.722549,SY8 4NP,mainline_level_crossing,NR
Brimscombe,51.718642,-2.171276,GL5 2TR,mainline_level_crossing,NR
Brimsdown,51.655983,-0.030776,EN3 5EN,mainline_level_crossing,NR
Brind,53.767324,-0.880534,N14 7LA,mainline_level_crossing,NR
Brindle Road,54.8542,-2.822206,CA4 0AY,mainline_level_crossing,NR
Brinkley Road,52.187337,0.308796,CB8 0UN,mainline_level_crossing,NR
Brinsworth Street,53.427251,-1.375214,S61 1BS,mainline_level_crossing,NR
Brisbane No1,52.420361,-2.889341,SY7 0NX,mainline_level_crossing,NR
Brisby's,54.066063,-0.905635,O60 7PF,mainline_level_crossing,NR
British Salt,53.174722,-2.419333,W10 0HF,mainline_level_crossing,NR
British Tissues,51.572918,-3.617416,F34 9RS,mainline_level_crossing,NR
Brittania Farm,52.620339,1.651422,R29 3EH,mainline_level_crossing,NR
Broad Farm 1,52.2432,-2.734282,HR6 0AL,mainline_level_crossing,NR
Broad Farm 2,52.242077,-2.734202,HR6 0AL,mainline_level_crossing,NR
Broad Lane,51.517646,-2.437049,S37 8QJ,mainline_level_crossing,NR
Broad Marston,52.110494,-1.793188,V37 8XZ,mainline_level_crossing,NR
Broad Marston,52.11223,-1.789133,V37 8XZ,mainline_level_crossing,NR
Broad Oak,51.298069,1.10503,CT2 0PR,mainline_level_crossing,NR
Broad Oak,51.817323,-2.434879,L14 1JH,mainline_level_crossing,NR
Broad Oak,51.817379,-2.434769,L14 1JH,mainline_level_crossing,NR
Broad Oak,53.120361,-2.948404,L12 0AU,mainline_level_crossing,NR
Broad Oak Farm (North),53.323719,-2.33576,A16 7QH,mainline_level_crossing,NR
Broad Oak Farm (South),53.32031,-2.338269,A16 6JR,mainline_level_crossing,NR
Broad Road,52.771586,1.405844,R28 9RU,mainline_level_crossing,NR
Broadfield Lane,52.974146,-0.031658,E21 8DS,mainline_level_crossing,NR
Broadlands Park,50.983878,-1.485279,O51 5RJ,mainline_level_crossing,NR
Broadley,51.371632,1.228989,CT7 0QN,mainline_level_crossing,NR
Broadwath,54.886092,-2.804166,CA8 9BB,mainline_level_crossing,NR
Brockenhurst,50.817655,-1.572045,O42 7PU,mainline_level_crossing,NR
Brockham,51.242039,-0.28514,RH3 7HB,mainline_level_crossing,NR
Brodie,57.593328,-3.711319,V36 2TD,mainline_level_crossing,NR
Broken Cross,51.847194,-2.3827598,L14 1PW,mainline_level_crossing,NR
Broken Cross Farm 1,51.848219,-2.378034,L14 1PW,mainline_level_crossing,NR
Bromfield,52.392993,-2.754521,SY8 2BT,mainline_level_crossing,NR
Bromley Cross Station,53.614175,-2.410651,BL7 9AG,mainline_level_crossing,NR
Brompton,54.364072,-1.425334,DL6 2RU,mainline_level_crossing,NR
Brompton Lodge,54.355138,-1.433753,DL6 2QF,mainline_level_crossing,NR
Bromsgrove,52.314497,-2.056326,B60 3ET,mainline_level_crossing,NR
Bronnant,52.654149,-4.10562,L37 2QJ,mainline_level_crossing,NR
Brooches,52.437042,-2.863888,SY7 8ED,mainline_level_crossing,NR
Brook,51.207474,-0.482775,GU5 9DJ,mainline_level_crossing,NR
Brook,51.366793,1.186573,CT6 6SZ,mainline_level_crossing,NR
Brook Hall Road,53.481742,-3.033877,L22 2BD,mainline_level_crossing,NR
Brook House,52.57381,-2.78049,SY6 6LU,mainline_level_crossing,NR
Brook House,53.836882,-2.410676,BB7 9PA,mainline_level_crossing,NR
Brook House Farm,53.223371,-2.465155,CW9 7SF,mainline_level_crossing,NR
Brook House Lane,53.316705,-2.342344,A16 7PU,mainline_level_crossing,NR
Brook Lane,50.821117,-0.509946,N16 2WB,mainline_level_crossing,NR
Brooke Road,52.66568,-0.731356,E15 6HJ,mainline_level_crossing,NR
Brookfield,52.864869,-2.997993,Y11 4NE,mainline_level_crossing,NR
Brookhay,52.703479,-1.764253,S13 8RQ,mainline_level_crossing,NR
Brookhouse,53.393729,-1.227492,S25 1YA,mainline_level_crossing,NR
Brookhouse Farm,53.09245,-2.304718,ST7 2PL,mainline_level_crossing,NR
Brookland,51.001703,0.845893,N29 9QT,mainline_level_crossing,NR
Brooks,55.965148,-4.675238,G82 5HD,mainline_level_crossing,NR
Brooks End,51.376255,1.287317,CT7 9PN,mainline_level_crossing,NR
Brooks Lane,50.842396,-0.842548,O18 8JY,mainline_level_crossing,NR
Brooks Lane,51.088114,-0.280573,H12 4SB,mainline_level_crossing,NR
Brooksby,51.577264,-0.714906,SL8 5RS,mainline_level_crossing,NR
Brooksby,52.740241,-1.009363,E14 2LE,mainline_level_crossing,NR
Brookside,51.436064,-3.209569,F64 4LA,mainline_level_crossing,NR
Brookthorpe,51.811958,-2.261196,GL2 2BZ,mainline_level_crossing,NR
Broom,50.81753,-2.957569,X13 7AY,mainline_level_crossing,NR
Broom Farm ,53.234058,-2.4771,CW9 7SD,mainline_level_crossing,NR
Broombarns,56.352721,-3.500207,PH2 9HT,mainline_level_crossing,NR
Broome Farm No2,52.432094,-2.870077,SY7 8ED,mainline_level_crossing,NR
Broome Lane,52.719993,-1.054895,LE7 3WR,mainline_level_crossing,NR
Broomfield,52.118014,1.094697,IP6 0NJ,mainline_level_crossing,NR
Broomfleet,53.740167,-0.671444,U15 1RQ,mainline_level_crossing,NR
Broomfleet Beck,53.739475,-0.666024,U15 1RQ,mainline_level_crossing,NR
Broomhall,52.901724,-4.354069,L53 6PP,mainline_level_crossing,NR
Broomhaughton,52.021992,1.117282,IP9 2BD,mainline_level_crossing,NR
Broomhay,51.025786,-3.063947,TA2 8BX,mainline_level_crossing,NR
Broomhill,53.225688,-2.784595,CH3 7LA,mainline_level_crossing,NR
Broomhill,53.704334,-1.233761,F11 0DS,mainline_level_crossing,NR
Brooms ,51.867039,0.755662,CO6 1HA,mainline_level_crossing,NR
Broomston,53.478049,-0.897311,DN9 2ER,mainline_level_crossing,NR
Brora,58.010204,-3.852648,KW9 6PD,mainline_level_crossing,NR
Brotton,54.573588,-0.942683,S12 2RW,mainline_level_crossing,NR
Brough East,53.726204,-0.574333,U15 1EN,mainline_level_crossing,NR
Brough House Farm,54.584183,-0.937174,S12 2QR,mainline_level_crossing,NR
Broughton End,52.037061,-0.573733,K43 0SH,mainline_level_crossing,NR
Broughton Gifford,51.361379,-2.171835,N12 8NZ,mainline_level_crossing,NR
Broughton Gifford 26,51.359455,-2.1744883,N12 8NZ,mainline_level_crossing,NR
Broughty Ferry,56.467451,-2.872896,DD5 2DG,mainline_level_crossing,NR
Brow Foot,54.132514,-2.757312,LA5 9XT,mainline_level_crossing,NR
Browick Road,52.569387,1.128579,R18 0XT,mainline_level_crossing,NR
Brown & Tawse,51.56748,0.334836,M13 3HG,mainline_level_crossing,NR
Brown Barn,52.103205,-1.872393,R11 7HR,mainline_level_crossing,NR
Browns,53.327964,-0.825961,N22 0AY,mainline_level_crossing,NR
Browns Wood,52.011365,-0.680368,MK7 8EG,mainline_level_crossing,NR
Bruces Upper,51.688216,-3.399324,F45 3EF,mainline_level_crossing,NR
Bruern,51.882974,-1.612224,OX7 6PY,mainline_level_crossing,NR
Bruichnain,57.481526,-4.28455,IV3 8RG,mainline_level_crossing,NR
Brumfields,53.869283,-0.425108,U17 7JZ,mainline_level_crossing,NR
Brundall Station Mgh,52.619343,1.439363,R13 5PJ,mainline_level_crossing,NR
Brunel's Way,51.227224,-2.970825,TA9 3BQ,mainline_level_crossing,NR
Brunsdon Lock,51.402666,-1.457912,G17 9TD,mainline_level_crossing,NR
Brunton,55.511531,-1.673767,E66 3HG,mainline_level_crossing,NR
Bryn,53.194201,-3.827515,L26 0YP,mainline_level_crossing,NR
Bryn Glas,52.915422,-4.058635,L47 6YN,mainline_level_crossing,NR
Bryn Trallwyn,53.245133,-3.811025,L28 5TN,mainline_level_crossing,NR
Brynderwen No.2,52.548951,-3.232082,Y15 6JX,mainline_level_crossing,NR
Bryndu Daniels,51.537871,-3.67843,F33 6FB,mainline_level_crossing,NR
Brynmarlais,51.810691,-4.000814,A18 2NY,mainline_level_crossing,NR
Brynteg,51.754083,-3.719538,A10 9ET,mainline_level_crossing,NR
Bryn-y-Gwynon,51.533662,-3.468989,F72 9QF,mainline_level_crossing,NR
Bryn-y-Mawr Farm,51.70524,-4.060756,A14 8YN,mainline_level_crossing,NR
Bual 1,58.120959,-3.663679,KW8 6JN,mainline_level_crossing,NR
Bual 2,58.122924,-3.666375,KW8 6JN,mainline_level_crossing,NR
Bubdown Lane,50.86311,-2.572648,DT9 6PJ,mainline_level_crossing,NR
Buchanstone Farm,57.324285,-2.567256,B52 6QP,mainline_level_crossing,NR
Buck Clough Lane,53.766091,-2.210974,B10 4SJ,mainline_level_crossing,NR
Buckenham Station,52.597645,1.470333,R13 4HW,mainline_level_crossing,NR
Buckhorn Weston,51.019696,-2.340833,SP8 5HE,mainline_level_crossing,NR
Buckiehillock,56.505537,-2.689496,DD7 6JR,mainline_level_crossing,NR
Buckland,51.250415,-0.25449,RH3 7BL,mainline_level_crossing,NR
Buckles,51.091975,-2.531769,BA7 7PH,mainline_level_crossing,NR
Buckles Wood,52.212002,1.559699,P16 4TW,mainline_level_crossing,NR
Buckley Station,53.16294,-3.055165,CH7 3AY,mainline_level_crossing,NR
Buckley Station Road,53.163907,-3.054842,CH7 3BX,mainline_level_crossing,NR
Bucknell,51.930355,-1.204344,X27 7HW,mainline_level_crossing,NR
Bucknell,52.357465,-2.947162,SY7 0AD,mainline_level_crossing,NR
Bucknell,52.360842,-2.935845,SY7 0AY,mainline_level_crossing,NR
Buckthorne Oak,51.182102,-0.866358,U10 5LA,mainline_level_crossing,NR
Buckton Lane,54.133276,-0.193879,O15 1DH,mainline_level_crossing,NR
Buckwell,51.204928,0.944018,N25 4HD,mainline_level_crossing,NR
Bugle,51.407319,-0.436037,W17 8SN,mainline_level_crossing,NR
Bulcote,52.993739,-1.01947,G14 5HA,mainline_level_crossing,NR
Bull Farm Foot Crossing,53.272481,-1.903037,K17 7AA,mainline_level_crossing,NR
Bullocks,57.481116,-4.286455,IV3 8TE,mainline_level_crossing,NR
Bullocks No.1,53.357234,-2.06118,K12 2NG,mainline_level_crossing,NR
Bullpit Lane,53.060915,-0.774529,G24 3LD,mainline_level_crossing,NR
Bulwell Forest,53.005213,-1.190701,NG6 9JS,mainline_level_crossing,NR
Bunchrew,57.478182,-4.309164,IV3 8TA,mainline_level_crossing,NR
BUNCHREW FARM,57.480172,-4.293256,IV3 8TE,mainline_level_crossing,NR
Bungalow Lane,52.625864,1.357698,NR7 0SB,mainline_level_crossing,NR
Bunkers Hill,52.305436,1.513768,P19 9AJ,mainline_level_crossing,NR
Bunkers Hill,53.955359,-1.539884,HG3 1PE,mainline_level_crossing,NR
Burcot,52.347031,-2.009638,B60 1BE,mainline_level_crossing,NR
Burdett Farm,51.934631,-2.090927,L51 9RS,mainline_level_crossing,NR
Bures,51.969629,0.769916,CO8 5DF,mainline_level_crossing,NR
Burgess Drove,52.265233,0.19978,B25 9LL,mainline_level_crossing,NR
Burl Farm,50.831719,-2.582692,DT2 0LG,mainline_level_crossing,NR
Burland Lane,53.759808,-0.822337,N14 7LY,mainline_level_crossing,NR
Burman Brothers,52.27381,-1.699661,V35 8PQ,mainline_level_crossing,NR
Burn Lane,53.734569,-1.082922,YO8 8LF,mainline_level_crossing,NR
Burneside Higher,54.351979,-2.76412,LA9 6QL,mainline_level_crossing,NR
Burneside Lower,54.356505,-2.768848,LA9 5SF,mainline_level_crossing,NR
Burneside Station ,54.355116,-2.76687,LA9 6QZ,mainline_level_crossing,NR
Burnham Without,51.23801,-2.970497,TA9 4HD,mainline_level_crossing,NR
Burnham Without 9/1,51.234517,-2.970501,TA9 4EZ,mainline_level_crossing,NR
Burnham Without 9/6,51.248164,-2.970483,TA8 2DF,mainline_level_crossing,NR
Burnt House,52.553222,-0.033155,PE7 2DN,mainline_level_crossing,NR
Burnt House,52.580529,1.508158,R13 3RX,mainline_level_crossing,NR
Burrows Lane,51.215908,-0.452107,GU5 9LR,mainline_level_crossing,NR
Burrs Road,51.813071,1.175919,O15 4LW,mainline_level_crossing,NR
Burston,52.405975,1.151927,P22 5UB,mainline_level_crossing,NR
Burton Agnes,54.045274,-0.309643,O25 4NL,mainline_level_crossing,NR
Burton Common,50.682214,-2.247758,DT2 8DZ,mainline_level_crossing,NR
Burton Dassett,52.176131,-1.419496,V47 2TB,mainline_level_crossing,NR
Burton Farm No.1,52.208595,-1.734724,V37 0RW,mainline_level_crossing,NR
Burton Farm No.2,52.211976,-1.745859,V37 9QZ,mainline_level_crossing,NR
Burton Joyce,52.983627,-1.040527,G14 5AN,mainline_level_crossing,NR
Burton Lane No.1,52.985981,-0.339158,G34 9QE,mainline_level_crossing,NR
Burton Lane No.2,52.979895,-0.308894,G34 9QJ,mainline_level_crossing,NR
Burton Old Road,52.684621,-1.807939,S14 9ZW,mainline_level_crossing,NR
Burton Salmon,53.737186,-1.267573,F11 9EF,mainline_level_crossing,NR
BURTT'S NO.1,53.220942,-0.915865,G22 0NR,mainline_level_crossing,NR
Burtt's No.2,53.221954,-0.912329,G22 0NR,mainline_level_crossing,NR
Bush 1,57.537709,-3.027527,B55 6YU,mainline_level_crossing,NR
Bush Moor,52.4877,-2.8176,SY6 6RQ,mainline_level_crossing,NR
Bush On Esk No.2,55.00409,-2.999317,CA6 5LT,mainline_level_crossing,NR
Bush On Esk No.3,55.002674,-3.002799,CA6 5LT,mainline_level_crossing,NR
Bush On Esk No.4,54.99681,-3.016928,CA6 5LS,mainline_level_crossing,NR
Bushey Lane,53.515652,-2.794084,A11 7LP,mainline_level_crossing,NR
Bushy Grove,51.697785,-2.439176,L13 9EP,mainline_level_crossing,NR
Buslingthorpe,53.353077,-0.358934,LN3 5AQ,mainline_level_crossing,NR
Butler's,51.022037,-1.526716,O51 0GQ,mainline_level_crossing,NR
Butterfly Lane,51.620514,-1.394348,X12 0FE,mainline_level_crossing,NR
Butterow,51.734251,-2.207093,GL5 2LT,mainline_level_crossing,NR
Butterswood,53.662285,-0.328088,N39 6UX,mainline_level_crossing,NR
Buttington,52.672119,-3.114478,Y21 8HA,mainline_level_crossing,NR
Buttington,52.672628,-3.112445,Y21 8HA,mainline_level_crossing,NR
Buttington Hall,52.676151,-3.100069,Y21 8ST,mainline_level_crossing,NR
Buttons,51.040093,0.339167,TN5 6NW,mainline_level_crossing,NR
Butts,53.140106,-0.757268,G23 7NA,mainline_level_crossing,NR
Butts Lane,51.566517,0.225072,M11 3NA,mainline_level_crossing,NR
Buxton Wood ,51.991657,1.086792,IP9 2DB,mainline_level_crossing,NR
Bwlch Gwyn 2,52.701247,-4.041229,L38 2HX,mainline_level_crossing,NR
Bwlch Gwyn 3,52.702901,-4.038222,L39 1BX,mainline_level_crossing,NR
Bygraves,51.99689,-0.164496,SG7 6QY,mainline_level_crossing,NR
Bystable Lane,53.642018,-0.315205,N40 3QD,mainline_level_crossing,NR
C.E.G.B. High Brooms,51.146042,0.2744358,TN2 3GG,mainline_level_crossing,NR
Cadborough Farm,50.940995,0.713281,N31 6AA,mainline_level_crossing,NR
Cadland Quay Cottage,50.839635,-1.359214,O45 3NP,mainline_level_crossing,NR
Cae Daniel 1 ,52.74942,-4.0823,L42 1RR,mainline_level_crossing,NR
Cae Daniel 2,52.752601,-4.084303,L42 1RR,mainline_level_crossing,NR
Cae Gwyn,53.236437,-3.805249,L28 5RP,mainline_level_crossing,NR
Cae Tinker,51.600585,-3.646432,F34 9UD,mainline_level_crossing,NR
Caemawr Farm,51.914324,-3.934624,A19 7BS,mainline_level_crossing,NR
Caersws Station,52.515999,-3.432347,Y17 5EJ,mainline_level_crossing,NR
Caethle Farm,52.570573,-4.071664,L36 9HS,mainline_level_crossing,NR
Cairnlea 1,55.097963,-4.782404,A26 0QF,mainline_level_crossing,NR
Cairnlea 2,55.097172,-4.781981,A26 0QF,mainline_level_crossing,NR
Calcot Lane,51.573316,-0.743204,SL6 9TP,mainline_level_crossing,NR
Calcot Mill,51.436209,-1.047826,G31 7AZ,mainline_level_crossing,NR
Caldecot,50.962995,0.906412,N29 9QG,mainline_level_crossing,NR
Caldicot ,51.58511,-2.7372828,P26 5XE,mainline_level_crossing,NR
Caldicot Station,51.584517,-2.7593024,P26 4FJ,mainline_level_crossing,NR
Calf Close,54.012659,-1.06754,O32 3NB,mainline_level_crossing,NR
Calstock,50.497587,-4.209298,L18 9SL,mainline_level_crossing,NR
Calthorpe UWCT,52.626672,1.585865,R29 3ER,mainline_level_crossing,NR
Calverleigh Farm,52.97288,-2.076259,ST3 1PB,mainline_level_crossing,NR
Cam-Alt,57.405505,-5.45156,V54 8YX,mainline_level_crossing,NR
Cam-alt Houses,57.407126,-5.448116,V54 8YX,mainline_level_crossing,NR
CAM-ALT SCHOOL,57.412127,-5.441902,V54 8YX,mainline_level_crossing,NR
Camberley,51.3365,-0.743321,U15 3RN,mainline_level_crossing,NR
Cambois,55.150404,-1.523755,E24 1RB,mainline_level_crossing,NR
Camborne,50.210527,-5.296932,R14 8FY,mainline_level_crossing,NR
Cambridge Street,52.797796,-1.650302,E14 3PQ,mainline_level_crossing,NR
Cambus,56.12662,-3.842126,K10 2NY,mainline_level_crossing,NR
Camel,51.024633,-2.566035,A22 7HY,mainline_level_crossing,NR
Campden 1,52.042876,-1.748606,L56 9LN,mainline_level_crossing,NR
Campden 2,52.05327,-1.754076,L55 6JX,mainline_level_crossing,NR
Camps ,51.778566,0.062672,G12 8LF,mainline_level_crossing,NR
Camus Aird,56.973619,-5.822164,H40 4PA,mainline_level_crossing,NR
Camus An Eng Farm 1,56.859486,-5.321183,H33 7NP,mainline_level_crossing,NR
Camus An Eng Farm 2,56.859625,-5.323451,H33 7NP,mainline_level_crossing,NR
Camus An Eng Farm 3,56.859743,-5.32565,H33 7AW,mainline_level_crossing,NR
Canal,50.823328,-0.652173,O22 0BU,mainline_level_crossing,NR
Canal Bridge ,53.622507,-2.817954,L40 4AT,mainline_level_crossing,NR
Canal Tow Path North,56.84439,-5.097453,H33 7PJ,mainline_level_crossing,NR
Canal Tow Path South,56.844138,-5.0967,H33 7PJ,mainline_level_crossing,NR
Canal Towpath,53.593197,-0.753117,N17 3ER,mainline_level_crossing,NR
Canalside 1,51.534939,-1.884257,SN4 8SY,mainline_level_crossing,NR
Candy Farm,57.361271,-2.782489,B54 4NJ,mainline_level_crossing,NR
Cannon,52.10537,-1.321794,X17 1PX,mainline_level_crossing,NR
Cannons Mill Lane ,51.881184,0.167849,M23 2BS,mainline_level_crossing,NR
Canterbury East Station,51.274616,1.073919,CT1 3BE,mainline_level_crossing,NR
Cantley ,52.578573,1.514058,R13 3SQ,mainline_level_crossing,NR
Canute Road,50.896993,-1.39537,O14 3FQ,mainline_level_crossing,NR
Cardross,55.960488,-4.653655,G82 5NR,mainline_level_crossing,NR
Cargo Fleet Road,54.575948,-1.224725,TS3 6AG,mainline_level_crossing,NR
Carleton Crossing,53.843131,-3.014515,FY6 7QY,mainline_level_crossing,NR
Carlton,53.169191,-0.815662,G23 6NT,mainline_level_crossing,NR
