location_name,latitude,longitude,postcode,location_type,Operator
Shoeburyness Depot,51.53097587,0.795360793,SS3 9AW,Non-mainline,Various Non-mainline
Sholing,50.89674031,-1.364351502,SO19 8HH,Non-mainline,Various Non-mainline
Shoreditch High Street,51.522922,-0.075684,E1 6GJ,Non-mainline,Various Non-mainline
Shoreham (Kent),51.3322173,0.188901812,TN14 7RT,Non-mainline,Various Non-mainline
Shoreham East LC,50.833599,-0.264805,N43 6PW,Non-mainline,Various Non-mainline
Shoreham-by-Sea,50.83442192,-0.271709718,BN43 5WX,Non-mainline,Various Non-mainline
Shornemead LC,51.436611,0.436779,A12 3HU,Non-mainline,Various Non-mainline
Shortlands,51.40560506,0.002789316,BR2 0JA,Non-mainline,Various Non-mainline
Shortlands Jcn (Main Line),51.40560506,0.002789316,BR2 0JA,Non-mainline,Various Non-mainline
Shortwood Common LC,51.433,-0.4923,TW18 4NS,Non-mainline,Various Non-mainline
Shotton (Holyhead Line),53.2125552,-3.038434376,CH5 1BX,Non-mainline,Various Non-mainline
Shotton (Wrexham Line),53.2125552,-3.038434376,CH5 1BX,Non-mainline,Various Non-mainline
Shotts,55.81863947,-3.798315601,ML7 5DX,Non-mainline,Various Non-mainline
Shotwick GF,53.218167,-3.032121,CH5 1PY,Non-mainline,Various Non-mainline
Shrewbridge Road LC,53.062438,-2.523705,CW5 7AA,Non-mainline,Various Non-mainline
Shrewsbury,52.71141159,-2.74894276,SY1 2DQ,Non-mainline,Various Non-mainline
Shugborough Tunnel,52.7893,-2.04,ST17 0UY,Non-mainline,Various Non-mainline
Sibsey,53.035009,0.026522,E22 0SU,Non-mainline,Various Non-mainline
Sibster Burn LC,58.509644,-3.468816,W12 6WD,Non-mainline,Various Non-mainline
Sidcup,51.4344201,0.103326599,DA15 7AW,Non-mainline,Various Non-mainline
Sighthill Jcn,55.8778,-4.2235,G21 4AJ,Non-mainline,Various Non-mainline
Sileby Jcn,52.73102158,-1.10966224,LE12 7RN,Non-mainline,Various Non-mainline
Silecroft,54.22622466,-3.335366346,LA18 5LP,Non-mainline,Various Non-mainline
Silkstone Common,53.53493739,-1.563474153,S75 4RS,Non-mainline,Various Non-mainline
Silt Drove LC,52.549524,0.106671,E15 0DB,Non-mainline,Various Non-mainline
Silver Street,51.61523438,-0.072641642,N18 2UE,Non-mainline,Various Non-mainline
Silverdale,54.16991444,-2.803839018,LA5 0SW,Non-mainline,Various Non-mainline
Silverdale LC,54.16991444,-2.803839018,LA5 0SW,Non-mainline,Various Non-mainline
Silverdale Tunnel,54.16991444,-2.803839018,LA5 0SW,Non-mainline,Various Non-mainline
Silwood Sidings,51.47531127,-0.040384664,SE14 6AR,Non-mainline,Various Non-mainline
Simmon House LC,53.058283,0.056393,E22 9RR,Non-mainline,Various Non-mainline
Simonside,54.9715,-1.4547,NE34 9AL,Non-mainline,Various Non-mainline
Simpsons LC,51.350175,0.707514,ME9 8RZ,Non-mainline,Various Non-mainline
Sincil Bank LC,53.224435,-0.533296,LN5 8LQ,Non-mainline,Various Non-mainline
Singer,55.90765879,-4.405482609,G81 2JQ,Non-mainline,Various Non-mainline
Singlewell,51.408,0.382,DA12 5ES,Non-mainline,Various Non-mainline
Singlewell Maintenance Depot,51.408,0.382,DA12 5ES,Non-mainline,Various Non-mainline
Sittingbourne,51.34197466,0.734697529,ME10 3ED,Non-mainline,Various Non-mainline
Sittingbourne Eastern Jcn (Main Line),51.34197466,0.734697529,ME10 3ED,Non-mainline,Various Non-mainline
Sittingbourne Middle Jcn,51.34197466,0.734697529,ME10 3ED,Non-mainline,Various Non-mainline
Sittingbourne Western Jcn,51.34197466,0.734697529,ME10 3ED,Non-mainline,Various Non-mainline
Six Mile Bottom LC,52.186793,0.305114,CB8 0UJ,Non-mainline,Various Non-mainline
Skegness,53.1430765,0.333903847,PE25 3QL,Non-mainline,Various Non-mainline
Skellow,53.5719,-1.1797,DN6 7AU,Non-mainline,Various Non-mainline
Skelton Bridge Jcn,53.976,-1.1482,YO26 6QA,Non-mainline,Various Non-mainline
Skelton Jcn,53.400556,-2.337778,WA15 6TN,Non-mainline,Various Non-mainline
Skelton Jcn SB,53.400556,-2.337778,WA15 6TN,Non-mainline,Various Non-mainline
Skew Bridge,54.106584,-2.449402,LA2 7AT,Non-mainline,Various Non-mainline
Skew Bridge Jcn,54.106584,-2.449402,LA2 7AT,Non-mainline,Various Non-mainline
Skewbridge (Coulson Rd) Tip LC,53.2239,-0.5592,LN6 7BH,Non-mainline,Various Non-mainline
Skewen,51.66138872,-3.846536024,SA10 6HF,Non-mainline,Various Non-mainline
Skiff LC,54.9636,-1.6833,NE16 3BE,Non-mainline,Various Non-mainline
Skipton,53.95870219,-2.025878431,BD23 1RT,Non-mainline,Various Non-mainline
Skipton (N Yorks),53.95870219,-2.025878431,BD23 1RT,Non-mainline,Various Non-mainline
Skipton North,53.95870219,-2.025878431,BD23 1RT,Non-mainline,Various Non-mainline
Skipton North Jcn,53.95870219,-2.025878431,BD23 1RT,Non-mainline,Various Non-mainline
Skipton South,53.95870219,-2.025878431,BD23 1RT,Non-mainline,Various Non-mainline
Skoulding (No 54) Level Crossing,52.5191,1.631,NR32 5QT,Non-mainline,Various Non-mainline
Slade Green,51.46778867,0.190504422,DA8 2NX,Non-mainline,Various Non-mainline
Slade Green (Southeastern),51.46778867,0.190504422,DA8 2NX,Non-mainline,Various Non-mainline
Slade Green TRSMD,51.4642,0.1938,DA8 2NJ,Non-mainline,Various Non-mainline
Slade Lane,51.4678,0.1904,DA8 2NX,Non-mainline,Various Non-mainline
Slaithwaite,53.62384413,-1.881582946,HD7 5EB,Non-mainline,Various Non-mainline
Slateford,55.92668195,-3.243452507,EH14 1BX,Non-mainline,Various Non-mainline
Slateford Civil Engineering Depot,55.9265,-3.2441,EH14 1PZ,Non-mainline,Various Non-mainline
Sleaford,52.99549349,-0.41034233,NG34 7RG,Non-mainline,Various Non-mainline
Sleaford East Jcn,52.99533,-0.40854,G34 7SW,Non-mainline,Various Non-mainline
Sleaford North Jcn,53.010758,-0.389443,G34 8SR,Non-mainline,Various Non-mainline
Sleaford South Jcn,52.99549349,-0.41034233,NG34 7RG,Non-mainline,Various Non-mainline
Sleaford West Jcn,52.996105,-0.416776,G34 7UW,Non-mainline,Various Non-mainline
Sleights,54.46106173,-0.662475769,YO22 5AA,Non-mainline,Various Non-mainline
Slipe Lane LC,51.728163,-0.020014,N10 6HN,Non-mainline,Various Non-mainline
Sloane Square to Victoria,51.49235976,-0.156488857,SW1W 8BB,Non-mainline,Various Non-mainline
Slochd,57.2794,-3.828,PH23 3AZ,Non-mainline,Various Non-mainline
Sloley Church Lane LC,52.764359,1.407914,R12 8HL,Non-mainline,Various Non-mainline
Slough,51.51187689,-0.591504981,SL1 1XW,Non-mainline,Various Non-mainline
Sluts Hole LC,52.526618,1.068578,NR17 2LS,Non-mainline,Various Non-mainline
Slymlakes LC,50.76788,-3.020831,X13 8TT,Non-mainline,Various Non-mainline
Small Heath (Birmingham Line),52.46376991,-1.859388416,B10 0DP,Non-mainline,Various Non-mainline
Small Heath South Jcn,52.46376991,-1.859388416,B10 0DP,Non-mainline,Various Non-mainline
Smeafield LC,55.635064,-1.853679,E70 7PW,Non-mainline,Various Non-mainline
Smeeth,51.1077,0.9535,TN25 6SY,Non-mainline,Various Non-mainline
Smethwick Galton Bridge High Level,52.502222,-1.980278,B66 1HU,Non-mainline,Various Non-mainline
Smethwick Galton Bridge Low Level,52.502222,-1.980278,B66 1HU,Non-mainline,Various Non-mainline
Smethwick Jcn,52.50144,-1.98258,B66 1LW,Non-mainline,Various Non-mainline
Smethwick Rolfe Street,52.49639441,-1.97064313,B66 2AF,Non-mainline,Various Non-mainline
Smethwick West,52.5016,-1.9839,B66 1HX,Non-mainline,Various Non-mainline
Smithdown Lane Tunnel,53.40037,-2.9572,L8 7JX,Non-mainline,Various Non-mainline
Smithfield Road LC,53.497978,-0.385628,LN7 6HG,Non-mainline,Various Non-mainline
Smithfield Sidings (Thameslink),51.52053,-0.10504,EC1M 6BY,Non-mainline,Various Non-mainline
Smiths LC,51.404594,-0.832701,G40 2BW,Non-mainline,Various Non-mainline
Smiths Lower Cefn LC,52.685287,-3.087283,SY21 8TA,Non-mainline,Various Non-mainline
Smithy Bridge,53.63301726,-2.113376557,OL15 0DZ,Non-mainline,Various Non-mainline
Snailham LC,50.926793,0.643504,N36 4AT,Non-mainline,Various Non-mainline
Snailwell,52.23795928,0.406217482,CB8 9BB,Non-mainline,Various Non-mainline
Snaith,53.69312867,-1.028454207,DN14 9HX,Non-mainline,Various Non-mainline
Snaith and Pontefract Highway LC,53.69312867,-1.028454207,DN14 9HX,Non-mainline,Various Non-mainline
Snaith East LC,53.693438,-1.022694,N14 9RP,Non-mainline,Various Non-mainline
Snaith Road LC,53.690806,-0.978661,N14 8NA,Non-mainline,Various Non-mainline
Snape LC,51.053184,0.321047,TN5 6LN,Non-mainline,Various Non-mainline
Snape LC (Suffolk),51.053184,0.321047,TN5 6LN,Non-mainline,Various Non-mainline
Sneinton LC,52.951,-1.116474,NG2 4EE,Non-mainline,Various Non-mainline
Snelland,53.310709,-0.389862,LN3 5AU,Non-mainline,Various Non-mainline
Snodland,51.33022897,0.448246314,ME6 5AN,Non-mainline,Various Non-mainline
Snow Hill Tunnel (Thameslink),51.517778,-0.103889,EC1A 2AL,Non-mainline,Various Non-mainline
Snowdown,51.21530252,1.213717174,CT15 4JH,Non-mainline,Various Non-mainline
Snuff Mill LC,53.7745,-0.403,HU16 4RY,Non-mainline,Various Non-mainline
Sod Hall LC,53.706676,-2.740204,R26 6TQ,Non-mainline,Various Non-mainline
Soham,52.33415,0.3277,CB7 5JN,Non-mainline,Various Non-mainline
Soho DED,52.4964,-1.9569,B66 2RH,Non-mainline,Various Non-mainline
Soho East Jcn,52.498959,-1.937968,B18 4QQ,Non-mainline,Various Non-mainline
Soho North Jcn,52.4964,-1.9569,B66 2RH,Non-mainline,Various Non-mainline
Soho Road Jcn,52.498959,-1.937968,B18 4QQ,Non-mainline,Various Non-mainline
Soho South Jcn,52.498959,-1.937968,B18 4QQ,Non-mainline,Various Non-mainline
Sole Street,51.38314549,0.378100359,DA13 0XY,Non-mainline,Various Non-mainline
Solihull,52.41440643,-1.788399215,B91 1LE,Non-mainline,Various Non-mainline
Soloman's LC,51.447,0.5513,ME3 8SD,Non-mainline,Various Non-mainline
Somerhill Tunnel,51.19143689,0.27077344,TN9 1TT,Non-mainline,Various Non-mainline
Somerleyton,52.51025111,1.652277542,NR32 5QN,Non-mainline,Various Non-mainline
Somerleyton Estate (No 59) LC,52.5083,1.6586,NR32 5QN,Non-mainline,Various Non-mainline
Somerleyton Swing Bridge,52.512361,1.646875,NR34 0DL,Non-mainline,Various Non-mainline
Somerton,51.946628,-1.287949,X25 6NL,Non-mainline,Various Non-mainline
Somerton Tunnel,51.946628,-1.287949,X25 6NL,Non-mainline,Various Non-mainline
Sonning,51.46174,-0.91318,RG4 6SY,Non-mainline,Various Non-mainline
South Acton,51.49969978,-0.270156962,W3 8TG,Non-mainline,Various Non-mainline
South Bank,54.58383426,-1.176660612,TS6 6AZ,Non-mainline,Various Non-mainline
South Bermondsey,51.48813928,-0.054671432,SE16 3JB,Non-mainline,Various Non-mainline
South Bermondsey Jcn (Peckham Line),51.48813928,-0.054671432,SE16 3JB,Non-mainline,Various Non-mainline
South Croydon (Brighton Line),51.36296514,-0.093452155,CR2 7PA,Non-mainline,Various Non-mainline
South Croydon (Uckfield Line),51.36296514,-0.093452155,CR2 7PA,Non-mainline,Various Non-mainline
South Drove LC,52.760452,-0.180203,E11 3BD,Non-mainline,Various Non-mainline
South Ealing,51.50164402,-0.307040245,W5 4QB,Non-mainline,Various Non-mainline
South Ealing to Acton Town,51.50164402,-0.307040245,W5 4QB,Non-mainline,Various Non-mainline
South Elmsall,53.59462052,-1.284860698,WF9 2HP,Non-mainline,Various Non-mainline
South Farm Road LC,50.818714,-0.378635,BN14 7AB,Non-mainline,Various Non-mainline
South Gosforth,55.0051,-1.6087,NE3 1YH,Non-mainline,Various Non-mainline
South Greenford,51.53321485,-0.336653369,UB6 2WE,Non-mainline,Various Non-mainline
South Gyle,55.93634763,-3.299473655,EH12 9EU,Non-mainline,Various Non-mainline
South Hampstead,51.5414759,-0.178440469,NW8 0DJ,Non-mainline,Various Non-mainline
South Hampstead DC Line Tunnels,51.5408,-0.1802,NW8 0DU,Non-mainline,Various Non-mainline
South Harrow,51.56468017,-0.351893971,HA2 8HN,Non-mainline,Various Non-mainline
South Harrow Sidings,51.56468017,-0.351893971,HA2 8HN,Non-mainline,Various Non-mainline
South Kensington,51.49407137,-0.173923023,SW7 2NB,Non-mainline,Various Non-mainline
South Kensington to Knightsbridge,51.49407137,-0.173923023,SW7 2NB,Non-mainline,Various Non-mainline
South Kensington to Sloane Square,51.49407137,-0.173923023,SW7 2NB,Non-mainline,Various Non-mainline
South Kenton,51.57022061,-0.308462789,HA9 8RB,Non-mainline,Various Non-mainline
South Kirkby,53.59446929,-1.304958873,WF9 3AT,Non-mainline,Various Non-mainline
South Liberty,51.4282,-2.6314,BS3 2UQ,Non-mainline,Various Non-mainline
South Marston Jcn,52.044517,-0.550667,K43 0PP,Non-mainline,Various Non-mainline
South Milford,53.7823442,-1.250529513,LS25 6AA,Non-mainline,Various Non-mainline
South Ruislip,51.55692656,-0.399247714,HA4 6TP,Non-mainline,Various Non-mainline
South Scarle LC,53.165156,-0.710566,LN6 9JA,Non-mainline,Various Non-mainline
South Stoke Crossing,50.8818,-0.5392,BN18 9PF,Non-mainline,Various Non-mainline
South Tottenham,51.5804188,-0.071805903,N15 6UJ,Non-mainline,Various Non-mainline
South Tottenham SB,51.5804188,-0.071805903,N15 6UJ,Non-mainline,Various Non-mainline
South Wales Control Centre,51.476707,-3.191365,CF11 6JA,Non-mainline,Various Non-mainline
South Wigston,52.58224354,-1.134080764,LE18 4XU,Non-mainline,Various Non-mainline
South Woodford to Woodford,51.59155262,0.027943078,E18 1JJ,Non-mainline,Various Non-mainline
Southall,51.50596158,-0.378613083,UB2 4AA,Non-mainline,Various Non-mainline
Southampton Central,50.90743864,-1.413602474,SO15 1AL,Non-mainline,Various Non-mainline
Southampton Eastern Docks,50.895942,-1.39744,SO14 3AE,Non-mainline,Various Non-mainline
Southampton Maritime Container Terminal,50.8965,-1.3968,SO14 3AE,Non-mainline,Various Non-mainline
Southampton Parkway,50.9503,-1.3634,SO18 2HW,Non-mainline,Various Non-mainline
Southampton Tunnel,50.90743864,-1.413602474,SO15 1AL,Non-mainline,Various Non-mainline
Southampton Western Docks,50.8965,-1.3968,SO14 3AE,Non-mainline,Various Non-mainline
Southbourne,50.84826453,-0.90811384,PO10 8LE,Non-mainline,Various Non-mainline
Southbourne CCTV crossing,50.8483,-0.9083,PO10 8LE,Non-mainline,Various Non-mainline
Southbury,51.64845328,-0.053018897,EN3 4HW,Non-mainline,Various Non-mainline
Southcote Jcn (Basingstoke Line),51.441517,-0.997481,RG30 3DY,Non-mainline,Various Non-mainline
Southcote Jcn (Theale Line),51.441517,-0.997481,RG30 3DY,Non-mainline,Various Non-mainline
Southease,50.83134913,0.030650137,BN8 6JS,Non-mainline,Various Non-mainline
Southend Airport,51.568691,0.704052,SS2 6YF,Non-mainline,Various Non-mainline
Southend Central,51.53706804,0.711740419,SS1 1AB,Non-mainline,Various Non-mainline
Southend East,51.5389761,0.731829109,SS1 2UP,Non-mainline,Various Non-mainline
Southend Victoria,51.54151627,0.711514592,SS2 6AZ,Non-mainline,Various Non-mainline
Southerham Jcn,50.864677,0.023164,BN8 6JN,Non-mainline,Various Non-mainline
Southfields,51.44488331,-0.206609386,SW18 5RJ,Non-mainline,Various Non-mainline
Southfields to East Putney,51.44488331,-0.206609386,SW18 5RJ,Non-mainline,Various Non-mainline
Southgate,51.63237585,-0.127770047,N14 5BH,Non-mainline,Various Non-mainline
Southgate to Oakwood,51.63237585,-0.127770047,N14 5BH,Non-mainline,Various Non-mainline
Southminster,51.66063093,0.835210668,CM0 7EN,Non-mainline,Various Non-mainline
Southport (via Liverpool Central),53.64652777,-3.00244063,PR8 1BE,Non-mainline,Various Non-mainline
Southport (via Wigan),53.64652777,-3.00244063,PR8 1BE,Non-mainline,Various Non-mainline
Southport Goods GF,53.6461,-2.9972,PR9 0TY,Non-mainline,Various Non-mainline
Southwaite Dn Main HABD (S7788),54.7982,-2.8578,CA4 0JR,Non-mainline,Various Non-mainline
Southwaite GF,54.7982,-2.8578,CA4 0JR,Non-mainline,Various Non-mainline
Southwark,51.50385362,-0.10579494,SE1 8NW,Non-mainline,Various Non-mainline
Southwick,50.83248265,-0.237073077,BN42 4AE,Non-mainline,Various Non-mainline
Sowerby Bridge,53.70790822,-1.906950154,HX6 3LB,Non-mainline,Various Non-mainline
Sowerby Bridge Tunnel,53.70790822,-1.906950154,HX6 3LB,Non-mainline,Various Non-mainline
Spa Road Jcn (C),51.49,-0.054444,SE16 2BD,Non-mainline,Various Non-mainline
Spa Road Jcn (SE),51.49,-0.054444,SE16 2BD,Non-mainline,Various Non-mainline
Spalding,52.78882937,-0.156873182,PE11 1EA,Non-mainline,Various Non-mainline
Spalding Mill Green,52.7971,-0.1545,PE11 3YX,Non-mainline,Various Non-mainline
Sparkford Sawmills LC,51.040012,-2.560748,A22 7LL,Non-mainline,Various Non-mainline
Spatham Lane LC,50.938472,-0.09269,BN6 8XL,Non-mainline,Various Non-mainline
Spean Bridge,56.8899942,-4.921608593,PH34 4EP,Non-mainline,Various Non-mainline
Speeton LC,54.147124,-0.241661,O14 9TE,Non-mainline,Various Non-mainline
Speke Jcn,53.35342,-2.85181,L24 9WX,Non-mainline,Various Non-mainline
Spellbrook LC,51.836826,0.159522,M22 7SE,Non-mainline,Various Non-mainline
Spetchley,52.1812,-2.1432,WR5 1RR,Non-mainline,Various Non-mainline
Spikes Lane Foot Path,52.2044,0.9933,IP14 4PA,Non-mainline,Various Non-mainline
Spinks Lane LC,52.5754,1.144106,R18 0WF,Non-mainline,Various Non-mainline
Spital,53.33995485,-2.993914447,CH62 2AD,Non-mainline,Various Non-mainline
Spittal LC,55.754295,-1.991438,D15 1RY,Non-mainline,Various Non-mainline
Spittal Tunnel,55.754295,-1.991438,D15 1RY,Non-mainline,Various Non-mainline
Splott,51.48357,-3.15349,CF24 2BZ,Non-mainline,Various Non-mainline
Spondon,52.91188874,-1.411093591,DE21 7RX,Non-mainline,Various Non-mainline
Spooner Row,52.53501919,1.086491641,NR18 9AH,Non-mainline,Various Non-mainline
Spooners Lane Crossing,51.0827,-0.2983,RH12 5JP,Non-mainline,Various Non-mainline
Spratts Water LC,52.463802,1.683742,R33 8BP,Non-mainline,Various Non-mainline
Spring Lodge LC,53.678223,-1.211385,DN6 9BB,Non-mainline,Various Non-mainline
Spring Road,52.44342372,-1.837384708,B11 3DP,Non-mainline,Various Non-mainline
Springbank North Jcn.,53.750983,-0.380911,HU3 6LH,Non-mainline,Various Non-mainline
Springburn,55.88169718,-4.228114663,G21 1SB,Non-mainline,Various Non-mainline
Springfield,56.29495602,-3.052451731,KY15 5QY,Non-mainline,Various Non-mainline
Springs Branch Jcn,53.54586,-2.62813,WN1 1BH,Non-mainline,Various Non-mainline
Springwell Lane LC,54.339005,-1.443677,DL7 8UP,Non-mainline,Various Non-mainline
Springwood Jcn,53.64842819,-1.785145834,HD1 1JB,Non-mainline,Various Non-mainline
Spronces LC,52.519314,1.033553,R17 2NJ,Non-mainline,Various Non-mainline
St Albans,51.74473607,-0.342569292,AL1 2DN,Non-mainline,Various Non-mainline
St Albans Abbey,51.74473607,-0.342569292,AL1 2DN,Non-mainline,Various Non-mainline
St Andrews Jcn,52.4826,-1.875,B8 1AH,Non-mainline,Various Non-mainline
St Andrews Jcn (Avonmouth) LC,51.5044,-2.7009,BS11 9HG,Non-mainline,Various Non-mainline
St Andrews Sidings,52.91618036,-1.463073262,DE1 2RU,Non-mainline,Various Non-mainline
St Annes,53.7531,-3.029,FY8 2JE,Non-mainline,Various Non-mainline
St Annes Park,51.447,-2.5452,BS4 4DZ,Non-mainline,Various Non-mainline
St Athan,51.408,-3.4591,CF61 2AT,Non-mainline,Various Non-mainline
St Austell,50.33950737,-4.789405571,PL25 4LA,Non-mainline,Various Non-mainline
St Bees,54.49258108,-3.591384658,CA27 0BZ,Non-mainline,Various Non-mainline
St Blazey,50.3553,-4.7102,PL24 2JN,Non-mainline,Various Non-mainline
St Blazey Bridge LC,50.3647,-4.7144,PL24 2NU,Non-mainline,Various Non-mainline
St Budeaux Victoria Road,50.4021693,-4.188088002,PL5 1JJ,Non-mainline,Various Non-mainline
St Catherines Jcn,53.47745,-1.06585,DN11 0DY,Non-mainline,Various Non-mainline
St Clears LC,51.8281,-4.4932,SA33 4DF,Non-mainline,Various Non-mainline
St Columb Road,50.39905812,-4.940828131,TR9 6QY,Non-mainline,Various Non-mainline
St Dennis GF,50.38324,-4.88887,PL26 8DW,Non-mainline,Various Non-mainline
St Denys (Fareham Line),50.92204734,-1.388193499,SO17 2EZ,Non-mainline,Various Non-mainline
St Denys (Main Line),50.92204734,-1.388193499,SO17 2EZ,Non-mainline,Various Non-mainline
St Dunstans LC,51.282652,1.073391,CT2 8BT,Non-mainline,Various Non-mainline
St Erth,50.1704777,-5.444317521,TR27 6JW,Non-mainline,Various Non-mainline
St Fagans,51.4848,-3.2688,CF5 6EJ,Non-mainline,Various Non-mainline
St George's LC,51.4833,-3.2984,CF5 6EX,Non-mainline,Various Non-mainline
St Georges Rd LC,53.7403,-0.3746,HU3 6EF,Non-mainline,Various Non-mainline
St Germains,55.964764,-2.923175,H32 0PP,Non-mainline,Various Non-mainline
St Germans,50.39426531,-4.30845147,PL12 5LS,Non-mainline,Various Non-mainline
St Germans LC,50.39426531,-4.30845147,PL12 5LS,Non-mainline,Various Non-mainline
St Helens Central,53.45313449,-2.730304246,WA10 1DQ,Non-mainline,Various Non-mainline
St Helens Jcn GF,53.434,-2.7,WA9 3LA,Non-mainline,Various Non-mainline
St Helens Junction,53.43354101,-2.699863587,WA9 3LA,Non-mainline,Various Non-mainline
St Helier,51.38991216,-0.199014592,SM4 6SF,Non-mainline,Various Non-mainline
St Ives,50.209,-5.478,TR26 2EQ,Non-mainline,Various Non-mainline
St James Deeping,52.6647,-0.2559,PE6 8RQ,Non-mainline,Various Non-mainline
St James Jcn,55.85210338,-4.442440916,PA3 1RB,Non-mainline,Various Non-mainline
St James Street,51.58060866,-0.032804562,E17 7PJ,Non-mainline,Various Non-mainline
St James's,53.3943,-2.9764,L8 5RU,Non-mainline,Various Non-mainline
St James's Park,50.73059,-3.52233,EX4 6QF,Non-mainline,Various Non-mainline
St Johns,51.46897529,-0.023240662,SE8 4EW,Non-mainline,Various Non-mainline
St Johns Wood Tunnel,51.536111,-0.176667,NW8 0NW,Non-mainline,Various Non-mainline
St Keyne,50.422,-4.463,PL14 4SH,Non-mainline,Various Non-mainline
St Leonards (Warrior Sq.),50.8558633,0.560522005,TN37 6HL,Non-mainline,Various Non-mainline
St Leonards (West Marina),50.8558633,0.560522005,TN37 6HL,Non-mainline,Various Non-mainline
St Margarets,51.787671,0.001256,G12 8DS,Non-mainline,Various Non-mainline
St Margarets LC,51.787671,0.001256,G12 8DS,Non-mainline,Various Non-mainline
St Mary Cray,51.39477941,0.107257724,BR5 2PQ,Non-mainline,Various Non-mainline
St Mary Cray Jcn,51.39477941,0.107257724,BR5 2PQ,Non-mainline,Various Non-mainline
St Mary's LC,51.7189,-2.1662,GL6 8PZ,Non-mainline,Various Non-mainline
St Marys North Jcn,52.92677,-1.46796,DE1 3QQ,Non-mainline,Various Non-mainline
St Michaels (Liverpool),53.37561787,-2.952804749,L17 3TX,Non-mainline,Various Non-mainline
St Neots,52.23158,-0.24741,PE19 1QF,Non-mainline,Various Non-mainline
St Ninians LC,56.1055,-3.9197,FK7 7LD,Non-mainline,Various Non-mainline
St Pancras,51.5305544,-0.125505782,NW1 2QP,Non-mainline,Various Non-mainline
St Pancras (East Midlands),51.5305544,-0.125505782,NW1 2QP,Non-mainline,Various Non-mainline
St Pancras (Kent),51.5305544,-0.125505782,NW1 2QP,Non-mainline,Various Non-mainline
St Pancras International Station,51.5305544,-0.125505782,NW1 2QP,Non-mainline,Various Non-mainline
St Pancras Lower Level,51.5305544,-0.125505782,NW1 2QP,Non-mainline,Various Non-mainline
St Philips Marsh HST Depot,51.4468,-2.5657,BS2 0YA,Non-mainline,Various Non-mainline
St Stephens LC,51.288246,1.080602,CT2 7JW,Non-mainline,Various Non-mainline
St. James's Park to Westminster,51.49960979,-0.133878755,SW1H 0BD,Non-mainline,Various Non-mainline
St. Neots,52.232,-0.247,PE19 1QF,Non-mainline,Various Non-mainline
St. Paul's,51.5148353,-0.097571001,EC2V 6AA,Non-mainline,Various Non-mainline
Stadium of Light,54.9182,-1.3829,SR5 1JB,Non-mainline,Various Non-mainline
Stafford,52.80390859,-2.122036782,ST16 2AA,Non-mainline,Various Non-mainline
Stafford’s Bridge,50.7569,-3.5287,EX5 5DZ,Non-mainline,Various Non-mainline
Staines (Datchet Line),51.43245842,-0.503156805,TW18 4LY,Non-mainline,Various Non-mainline
Staines (Main Line),51.43245842,-0.503156805,TW18 4LY,Non-mainline,Various Non-mainline
Staines Oil Sdg,51.4362,-0.5153,TW18 4BB,Non-mainline,Various Non-mainline
Stainforth and Hatfield,53.58888,-1.02336,DN7 5TZ,Non-mainline,Various Non-mainline
Stainforth Road LC,53.58377,-1.06079,DN3 1AL,Non-mainline,Various Non-mainline
Stainforth Tunnel,54.067,-2.2808,BD24 9BN,Non-mainline,Various Non-mainline
Stainton LC,53.290511,-0.406591,LN3 5BN,Non-mainline,Various Non-mainline
Stallingborough,53.58711418,-0.183667548,DN41 8AS,Non-mainline,Various Non-mainline
Stallington,52.965003,-2.063128,T11 9PN,Non-mainline,Various Non-mainline
Stalybridge,53.48439291,-2.061892539,SK15 1RF,Non-mainline,Various Non-mainline
Stalybridge Atochem Sidings,53.4841,-2.0647,SK15 1RF,Non-mainline,Various Non-mainline
Stamford,55.466246,-1.654636,E66 3RY,Non-mainline,Various Non-mainline
Stamford Brook to Ravenscourt Park,51.49444997,-0.24524631,W6 0SB,Non-mainline,Various Non-mainline
Standedge North Tunnel,53.586667,-1.965833,HD7 6HU,Non-mainline,Various Non-mainline
Standish,53.5888,-2.6427,WN6 0XD,Non-mainline,Various Non-mainline
Standish Jcn (Glos),51.7883,-2.2737,GL10 3DY,Non-mainline,Various Non-mainline
Standon Bridge,52.9134,-2.2587,ST21 6RT,Non-mainline,Various Non-mainline
Stanford le Hope,51.514529,0.42287,S17 0JX,Non-mainline,Various Non-mainline
Stanford-le-Hope LC,51.51436714,0.423041284,SS17 0JX,Non-mainline,Various Non-mainline
Stanley Jcn,56.4862,-3.4439,PH1 4NW,Non-mainline,Various Non-mainline
Stanmore Sidings,51.61967344,-0.303099293,HA7 4PD,Non-mainline,Various Non-mainline
Stanningley Tunnel,52.648356,-1.307196,LE9 9FE,Non-mainline,Various Non-mainline
Stannington,55.127983,-1.66093,E61 6NJ,Non-mainline,Various Non-mainline
Stansfield Hall,52.648356,-1.307196,LE9 9FE,Non-mainline,Various Non-mainline
Stansted Airport,51.8885966,0.26081836,CM24 1QW,Non-mainline,Various Non-mainline
Stansted Airport Tunnel,51.8885966,0.26081836,CM24 1QW,Non-mainline,Various Non-mainline
Stansted East Jcn,51.921,0.228,CM22 6LX,Non-mainline,Various Non-mainline
Stansted Mountfitchet,51.90131018,0.19974645,CM24 8BE,Non-mainline,Various Non-mainline
Stansted North Jcn,51.921,0.228,CM22 6LX,Non-mainline,Various Non-mainline
